Name,Prices,Ratings,Links,ASIN,Manufacturer,Descriptions,Product Descriptions
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",,https://www.amazon.in/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1685160884&sprefix=ba%2Caps%2C283&sr=8-127,B097KDRZ67,,Computers & Accessories,
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,099",,https://www.amazon.in/CONTACTS-Backpack-Lighweight-Versatile-Charging/dp/B085WPWY1W/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1685160884&sprefix=ba%2Caps%2C283&sr=8-128,B0BYBDX8VP,Rama luxury store,Computers & Accessories,
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfYXRmX25leHQ6MjAxNTYxNjU5ODk0OTg6OjA6Og&url=%2FSwiss-Military-Travel-Backpack-Hardshell%2Fdp%2FB0C3MG4MJG%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA9XP90DC1X0F8,B012D4QKHW,Wildcraft,Computers & Accessories,
"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop Office Travel Bag for Men and Women Gifts, Dark Grey","1,946",,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B07D8ZLTT9,ADISA,Computers & Accessories,High quality Anti-theft locks can better protect your items.
"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking",584,,https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-131,B09ZV9SLBJ,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","Sports, Fitness & Outdoors",
Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),549,,https://www.amazon.in/HOT-SHOT-032-Preschool-Waterproof/dp/B0BRSKKZ1W/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-132,B0BL3SPN16,Northzone,"Bags, Wallets and Luggage",
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),499,,https://www.amazon.in/Mokobara-Backpack-Leather-Resistant-Laptop/dp/B0B7X81X69/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-133,B0BVRJYD9Q,ADISA,Computers & Accessories,DESCRIPTION
Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,379,3.9,https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-134,B0B69M182Q,Acefour Accessories Pvt. Ltd.,"Bags, Wallets and Luggage",
Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,549,4.4,https://www.amazon.in/WALKENT-Waterproof-Identity-Anti-Theft-Expandable/dp/B0B65SCVRX/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-135,B07GLHSB86,ADL International,Computers & Accessories,
Lenovo 15.6-inch Casual Laptop Briefcase T210,799,4.2,https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-136,B0BRJRVH6D,Martucci,Computers & Accessories,
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-137,B0C2D2XC4H,Tabelito Trade India,Computers & Accessories,
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,990,4.4,https://www.amazon.in/CONTACTS-Backpack-Lighweight-Versatile-Charging/dp/B085WPWY1W/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-138,B0BS6YGKMC,Lookmuster,Computers & Accessories,
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",549,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfbXRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B071XJ6XV5,Uber Fashion Merchandise Pvt. Ltd.,Computers & Accessories,"t TABELITO, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
TRUE HUMAN® 32 Ltr Laptop Backpack for Men and Women| USB Port Travel Backpack|College Bags for Girls & Boys (Blue),499,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfbXRmOjIwMTU2NTA1OTAzMDk4OjowOjo&url=%2FGear-Black-Laptop-Backpack-LBPASPIRE0104%2Fdp%2FB075MK4TXP%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B0BR9W54MW,,Computers & Accessories,"True human, a premium travel accessories brand, focusing on quality products that inspire people to explore and pursue fashion, high efficiency and unique lifestyle."
Priority ARC 56 cm Red Polyester 2 Wheel Duffle Trolley Bag | Travel Luggage for Men & Women,397,,https://www.amazon.in/Mokobara-Backpack-litre-Brown-laptop/dp/B095PC3QPV/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-141,B09ZV9SLBJ,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","Bags, Wallets and Luggage",
Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,459,,https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-142,B097JMR4M6,Safari,Computers & Accessories,
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,549",,https://www.amazon.in/PALAY%C2%AE-Shoulder-4-Zipper-Pockets-Adjustable/dp/B08SWGFBNT/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-143,B08HHD4T6W,High Spirit Commercial Ventures Pvt Ltd. Contact No.,Computers & Accessories,
"Vivinkaa Sling Bag for Women, Bags for Women, Sling Bag, Purse for Women, Sling Bag for Women Stylish, Sling Bag for Girls, Women Sling Bag, Bag for Girls - Indigo",549,3.8,https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-144,B0BW9GWPYH,,Shoes & Handbags,
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,,https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-145,B0B6G58BYC,ah arctic hunter,"Bags, Wallets and Luggage",
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,797",4.3,https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-146,B0B24Z8KBV,"NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email",Computers & Accessories,
ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black),224,,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-147,B0BWNCV31F,Acefour Accessories Pvt. Ltd.,"Bags, Wallets and Luggage",
Lenovo 15.6-inch Casual Laptop Briefcase T210,799,4.2,https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685161060&sprefix=ba%2Caps%2C283&sr=8-148,B0C3MHG797,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020",Computers & Accessories,
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"1,599",,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_149_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B0BRJRVH6D,Martucci,Computers & Accessories,
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,339,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NjI3OTk5OTUwNjA4MzIyOjE2ODUxNjEwNjA6c3BfYnRmOjIwMTU2NTA1OTAzNDk4OjowOjo&url=%2FGear-Classic-Leather-Backpack-LBPCLSLTH0519%2Fdp%2FB07G4JQX2F%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685161060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B085QX7J7R,Uber Fashion Merchandise Pvt. Ltd.,Computers & Accessories,
Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),798,,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-145,B0BR9W54MW,,"Bags, Wallets and Luggage",
"The Purple Tree Fatty Tote Bag For Women, Women Fatty Tote Bag, Handbag, Women Handbag, Women Bag, Handbag for Women, Women's Tote, Gift For Women A",599,,https://www.amazon.in/TRUE-HUMAN%C2%AE-Laptop-Backpack-College/dp/B0BKTQ48D5/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-146,B095PFZLJR,,Shoes & Handbags,
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",549,,https://www.amazon.in/Priority-ARC-Red-Polyester-Trolley/dp/B08HHD4T6W/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-147,B08HHD4T6W,High Spirit Commercial Ventures Pvt Ltd. Contact No.,Computers & Accessories,
"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking",584,,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-148,B012NW1H1I,Gear,"Sports, Fitness & Outdoors",
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",369,,https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-149,B085MHDJ93,Amazing Bags,Computers & Accessories,
"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook","1,099",,https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Blue/dp/B077WSKG53/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-150,B0C4PTT633,,Computers & Accessories,
"The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag","2,499",,https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-151,B0B6G58BYC,ah arctic hunter,Computers & Accessories,
ASTRID Blue Diamond Textured Cotton Tote Bag,599,4.3,https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-152,B0BVRJYD9Q,ADISA,Shoes & Handbags,
"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty",849,4.0,https://www.amazon.in/ASIAN-Sling-Bag-women-Handmade/dp/B09SXRZ7FW/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-153,B0B24Z8KBV,"NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email","Bags, Wallets and Luggage",
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",398,5.0,https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-154,B07MDTVDQH,"Hindustan Foam, Kolkata 700039",Computers & Accessories,
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"1,328",,https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_155?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-155,B09MRY9BQ7,"SUMITSU APPAREL PVT. LTD, Plot No. 324, Phase IV, Sector 18, Gurugram, Haryana",Computers & Accessories,
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase for Men/Women with RainCover (Grey),199.,4.4,https://www.amazon.in/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_156?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-156,B0BBQGW74Q,"Ajnara, F-446, 3Rd Floor, Sector-63, Noida, Gautam Buddha Nagar, Uttar Pradesh-201301",Computers & Accessories,
"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",649,,https://www.amazon.in/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-157,B08T1769X9,Designed By Mokobara Lifestyle Private Limited,Computers & Accessories,"To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!.Our range of laptop bags and sleeves are ergonomically designed to feature convenience, comfort, protection and ease to carry your electronic gadgets. True human, a premium travel accessories brand, focusing on quality products that inspire people to explore and pursue fashion, high efficiency and unique lifestyle."
"Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual","1,669",,https://www.amazon.in/Purple-Tree-Fatty-Handbag-Womens/dp/B09PQNK66Z/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-158,B0B7FHWY4M,STRABO,Computers & Accessories,
Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),"1,589",,https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-159,B012NW0J30,Gear Merchandise PVT LTD,Computers & Accessories,
ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,https://www.amazon.in/PALAY%C2%AE-Shoulder-4-Zipper-Pockets-Adjustable/dp/B08SWGFBNT/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1685161337&sprefix=ba%2Caps%2C283&sr=8-160,B0BRJRVH6D,Martucci,Computers & Accessories,
Skybags Unisex Grey Jacqard 34L Laptop Bags,"1,149",,https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-161,B097JM98M1,Safari,Computers & Accessories,
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,568,,https://www.amazon.in/Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGXXR5/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-162,B0BW9GWPYH,,Computers & Accessories,
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,,https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-163,B07GLHSB86,ADL International,Computers & Accessories,
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",,https://www.amazon.in/ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-164,B084Q4N84P,Torero Corporation Pvt Ltd,Computers & Accessories,
WildHorn Leather 8.5 inch Sling Messenger Bag for Men I Multipurpose Crossbody Bag I Travel Bag with Adjustable Strap I DIMENSION: L- 8.5inch H- 10.5inch W- 3inch,"1,999",,https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-165,B085QX7J7R,Uber Fashion Merchandise Pvt. Ltd.,Fashion,
Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,809,3.7,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2XC4H/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-166,B0BHX7GY16,Amazing Bags,Computers & Accessories,
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",398,,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7DTWLF/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-167,B08FX1R6WY,Uber Fashion Merchandise Pvt Ltd,Computers & Accessories,
LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,598,,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-168,B07GNCRCP4,Protecta Inc,Computers & Accessories,
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),"1,149",,https://www.amazon.in/TRUE-Anti-Theft-backpack-charging-Epower_B/dp/B0BYBDX8VP/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-169,B07GCLJTZF,DAHSHA Enterprise,Computers & Accessories,
"Nishi Medium Kids Backpack Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag Black",369,3.3,https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-170,B09688CSCZ,Half_Moon (AB Amazing Bags),"Bags, Wallets and Luggage",
Skybags Unisex Grey Jacqard 34L Laptop Bags,"1,149",,https://www.amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW/ref=sr_1_171?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-171,B0C2J3DQTF,Fur Jaden,Computers & Accessories,
"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",413,,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07D8ZLTT9/ref=sr_1_172?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-172,B09688CSCZ,Half_Moon (AB Amazing Bags),"Bags, Wallets and Luggage",
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men","2,899",,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-173,B0C3XG81XS,,Computers & Accessories,
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","1,949",,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-174,B07P9JFYZ5,Frantic,Computers & Accessories,
Priority ARC 56 cm Red Polyester 2 Wheel Duffle Trolley Bag | Travel Luggage for Men & Women,397,,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-175,B084Q4N84P,Torero Corporation Pvt Ltd,"Bags, Wallets and Luggage",
30 L Waterproof Laptop/College/School/Office Bag Backpack for Men Women Boys Girls with Rain Cover (Navy_Blue),499,5.0,https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1685161502&sprefix=ba%2Caps%2C283&sr=8-176,B0BTJ2T26W,Gear Merchandise Pvt Ltd,Computers & Accessories,
"ah arctic hunter Laptop Bag,Messenger Bags For Men And Women Laptop Sling Bag With Handle Water-resistant Laptop Briefcase For 15.6 Inch Laptop Multiple Pockets Travel Office For Men.Black","2,849",4.5,https://www.amazon.in/WildHorn-Genuine-Leather-Messenger-8-5inch/dp/B07GLHSB86/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1685161650&sprefix=ba%2Caps%2C283&sr=8-177,B0862LXJYT,Uber Fashion Merchandise Pvt. Ltd.,Computers & Accessories,"To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!"
HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),841,,https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BRJRVH6D/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1685161650&sprefix=ba%2Caps%2C283&sr=8-178,B09BMG8R6Y,THE HUTCH ENTERPRISES,Computers & Accessories,
"Walkent Waterproof 15.6 inch Laptop Bag 39L (Model Identity, Black) 180° Openable, Anti-Theft, External USB, Expandable for Office, Home, College, Men Women","2,990",,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2XC4H/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1685161650&sprefix=ba%2Caps%2C283&sr=8-179,B0BXXZY25R,,Computers & Accessories,
